Origin,Destination,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Shipment_Duration,Actual_Duration
5,3,2,1465,0,1,4,4
7,0,0,555,0,0,1,7
8,5,2,1199,0,1,3,3
9,0,3,1014,0,1,3,3
4,2,0,1572,0,1,5,5
0,4,1,678,0,2,2,7
1,9,3,1254,3,1,4,7
9,0,2,581,3,0,1,10
8,5,3,1724,0,1,5,10
0,4,1,1534,0,1,5,5
9,0,2,361,0,2,1,5
2,1,1,1938,2,1,6,7
5,6,1,301,0,0,1,3
5,2,2,1783,0,2,5,8
2,8,3,1923,1,0,6,13
2,3,0,889,1,0,6,2
5,8,3,273,0,0,1,3
7,8,2,627,0,1,2,2
0,8,1,1130,2,1,3,4
3,6,3,1894,2,0,6,9
4,6,3,1962,1,0,6,10
4,8,1,906,2,1,3,4
4,5,1,387,1,0,1,5
7,1,2,1069,0,0,3,7
8,9,2,1197,0,0,3,9
4,3,3,1139,1,1,3,8
1,0,2,1097,0,1,3,8
9,8,1,344,1,2,1,4
6,8,1,1415,0,2,4,7
8,6,0,1745,0,0,5,7
0,1,2,1413,0,2,4,7
5,9,3,1123,0,1,3,3
6,8,3,1082,0,2,3,7
7,0,2,1811,0,1,6,6
9,3,1,548,2,1,1,6
5,3,1,307,0,2,1,2
2,1,0,1091,0,1,3,3
1,5,2,676,2,1,2,6
5,9,3,910,0,0,3,9
0,5,2,1655,0,0,5,10
9,3,0,1493,0,2,4,5
5,1,2,317,0,0,1,3
1,9,0,487,2,1,1,2
1,0,2,1639,2,1,5,6
8,7,2,865,2,2,2,4
8,5,2,363,1,1,1,3
1,0,1,211,0,1,4,1
7,1,0,1995,2,1,6,7
0,7,1,316,1,1,1,3
5,6,3,658,0,1,2,2
3,7,1,1727,0,0,5,7
3,0,3,1364,0,2,4,5
4,8,0,1163,2,1,3,4
0,7,1,1088,0,1,3,3
5,3,1,611,3,2,2,6
0,7,1,1023,0,1,3,3
5,9,3,1674,0,2,5,6
0,4,1,300,0,1,1,1
5,0,3,1984,0,1,6,6
3,4,0,1643,2,0,5,8
5,7,0,1849,0,0,6,8
9,8,2,389,2,1,1,2
3,4,3,1900,0,1,6,6
1,8,0,281,0,0,1,3
3,2,1,1072,0,1,3,3
3,7,2,343,0,1,1,1
9,5,3,373,0,2,1,5
4,5,3,1751,0,2,5,6
6,9,3,617,0,1,2,2
6,3,2,429,0,1,1,1
8,3,2,1452,2,0,4,7
0,1,1,402,2,1,1,2
0,7,3,450,1,1,1,7
1,3,1,1385,0,0,4,6
9,2,0,1865,0,0,6,12
0,9,0,1054,0,1,3,5
2,5,0,1213,2,2,4,6
3,2,0,1330,0,1,4,4
2,6,0,1146,1,2,3,6
9,8,2,1274,0,2,4,5
2,8,3,322,0,2,1,2
2,1,3,261,0,2,1,2
4,5,2,1203,0,1,4,4
2,3,2,700,0,0,2,4
4,6,3,1476,0,0,4,6
8,6,0,1258,0,2,4,10
3,0,3,1238,0,0,4,6
9,1,2,955,2,1,3,4
6,8,3,419,1,1,1,7
8,4,3,1806,0,2,6,7
8,6,3,865,0,2,2,3
4,0,0,795,0,2,2,3
3,4,2,1146,2,2,3,10
8,7,0,350,0,0,1,3
0,9,0,1371,1,1,4,6
3,2,0,1237,0,1,4,4
6,8,0,521,0,1,1,1
6,3,2,1994,2,1,6,10
5,7,2,1673,0,0,5,7
6,8,3,679,0,0,2,6
6,7,0,753,2,1,2,3
6,9,3,489,3,0,1,8
0,7,3,1725,0,1,5,5
9,1,3,1706,2,1,5,9
0,5,2,1463,0,1,4,4
3,6,1,1657,0,1,5,9
4,9,2,1530,2,2,5,7
7,0,1,824,0,2,2,3
7,0,3,1304,0,1,4,4
2,4,0,1304,0,2,4,10
1,5,0,1443,0,0,4,6
0,9,3,642,2,2,2,8
3,1,3,232,0,1,1,1
8,7,2,1649,2,2,5,7
4,9,3,1998,0,1,6,6
0,7,1,1306,0,1,4,4
5,7,2,337,0,1,1,1
9,5,3,647,1,1,2,9
3,6,0,1063,0,1,3,3
1,9,2,687,3,1,2,5
4,8,1,1006,3,0,3,8
3,0,1,1630,1,1,5,7
3,9,2,426,0,1,1,1
4,7,3,550,1,1,1,3
5,3,1,478,0,0,1,3
1,4,0,1016,3,1,3,6
6,0,3,1791,3,2,5,9
9,4,0,774,1,2,2,5
2,1,1,763,0,1,2,2
1,2,0,749,0,2,2,3
4,2,0,1254,0,2,4,5
3,9,1,269,0,2,1,4
3,5,3,539,2,2,1,3
0,5,1,1593,0,1,5,5
3,9,0,882,3,1,2,5
6,7,2,301,0,1,1,1
2,7,2,1256,3,1,4,7
2,4,1,332,0,1,1,6
8,2,1,1446,0,0,4,6
9,6,2,1256,0,1,4,4
1,2,0,960,0,2,3,4
0,9,2,949,0,0,3,5
6,9,0,1285,0,1,4,4
6,1,2,380,0,2,1,2
6,7,1,292,0,2,2,1
7,0,3,1420,0,0,4,10
7,9,0,770,0,0,2,4
1,7,1,1560,1,1,5,7
9,1,0,1961,0,2,6,9
4,1,1,232,0,2,1,2
1,7,3,356,0,0,1,3
7,6,3,1164,0,2,3,7
5,9,1,1320,3,2,4,8
5,7,3,1823,1,1,6,8
7,4,2,362,0,1,1,1
6,0,2,793,2,2,2,7
0,4,2,1129,1,1,3,5
8,2,0,1468,0,2,4,5
8,5,3,1925,2,1,6,7
8,1,2,1298,0,0,4,6
9,7,0,1284,0,1,4,4
6,0,1,1632,1,1,5,7
2,0,3,902,0,2,3,4
1,2,0,1676,0,2,5,6
1,6,2,1855,0,2,6,7
9,3,0,1342,0,1,4,4
6,2,0,1379,0,1,4,6
1,6,0,547,0,2,1,2
1,3,2,1141,0,2,3,7
0,1,2,437,0,1,1,1
9,0,2,626,0,2,2,3
1,7,3,1844,0,1,6,6
8,5,2,1596,0,0,5,11
9,6,3,1743,0,1,5,5
0,6,1,405,0,2,1,2
5,0,0,410,2,1,1,2
2,1,1,1004,0,1,3,3
0,6,2,1975,0,1,6,6
8,4,1,930,0,2,3,4
4,7,2,494,0,1,1,1
1,2,3,590,2,1,1,2
5,8,3,1014,2,1,3,4
0,5,3,1739,0,2,5,10
3,7,1,761,2,2,2,9
4,5,1,1067,0,0,3,9
9,4,0,1347,0,0,4,8
0,3,1,1534,0,2,5,8
7,4,2,1997,0,1,6,6
1,8,1,945,0,1,3,3
7,1,0,1143,0,1,3,3
7,8,0,1009,0,1,3,3
7,1,3,1974,1,2,6,14
0,3,2,401,0,2,1,2
4,7,3,1499,2,1,4,5
8,3,0,917,0,2,3,4
0,3,1,343,0,1,1,1
1,8,0,1842,0,2,6,7
9,6,3,777,0,1,2,2
8,0,0,1332,0,2,4,5
8,7,2,1776,0,2,5,6
8,2,0,252,0,0,1,3
5,4,0,1715,2,1,6,5
5,0,3,325,0,2,1,2
9,0,1,1783,1,1,5,7
7,5,0,305,0,2,1,5
0,9,1,1923,0,1,6,6
8,0,0,544,0,2,1,5
6,3,2,1797,1,2,5,8
3,5,2,357,2,0,1,9
1,3,1,409,0,0,1,5
8,6,3,1502,0,0,5,7
5,2,1,1757,0,0,5,7
6,8,0,845,0,1,2,4
8,0,2,1900,0,0,6,8
8,7,2,1444,0,0,4,9
7,6,2,419,0,1,1,1
4,8,3,1158,0,1,3,6
7,0,2,449,0,1,1,1
6,0,0,1382,0,0,4,6
5,3,2,1977,1,1,6,8
4,2,1,898,0,2,2,7
2,0,0,1237,2,2,4,6
5,3,2,1483,0,2,4,8
5,2,0,373,0,1,1,5
3,2,0,1741,0,2,5,6
8,6,1,1311,0,2,5,4
3,0,3,610,0,2,2,3
2,6,2,1268,2,0,4,10
1,7,0,343,0,2,1,2
7,3,3,1577,2,1,5,11
7,5,1,1586,0,1,5,5
7,9,0,1337,0,1,4,4
0,3,0,1581,1,1,5,7
9,2,2,1865,0,0,6,8
8,1,3,807,0,2,2,6
5,1,3,1920,0,1,6,6
7,4,1,1656,0,1,5,10
8,2,3,1863,0,1,6,6
0,9,2,1588,0,0,5,7
5,0,2,912,0,2,3,4
4,2,0,645,0,1,2,2
3,5,3,1243,0,2,4,5
1,6,3,988,2,0,3,6
2,8,2,1925,3,1,6,9
3,6,1,575,1,0,1,5
3,8,3,549,0,2,1,2
6,4,2,498,0,0,3,1
9,6,2,434,0,0,1,3
8,3,2,1475,0,1,4,4
9,1,0,221,0,1,1,1
6,2,0,1495,2,1,4,5
3,6,0,1237,0,2,4,5
1,2,3,843,0,2,2,3
1,0,1,1381,0,2,4,5
2,6,0,764,0,2,2,3
5,3,3,946,0,1,3,3
0,4,2,1683,0,1,5,5
2,4,1,1251,0,1,4,4
4,7,2,1681,0,2,5,6
9,7,3,677,0,2,2,3
5,8,2,1185,0,1,3,3
0,9,3,1300,0,2,4,5
2,9,3,317,3,0,1,6
2,8,0,1181,3,1,3,6
3,0,2,669,0,0,2,4
9,6,2,215,0,1,1,6
2,3,2,496,0,1,1,1
5,3,1,565,0,0,1,3
8,6,1,756,1,2,2,7
8,1,0,1320,2,2,4,6
6,1,2,423,0,1,1,5
6,0,0,1875,0,2,6,7
8,4,2,890,0,0,2,6
8,3,3,1422,1,1,4,6
0,6,1,972,2,1,3,4
0,4,0,1886,2,1,6,7
5,0,3,417,0,1,1,1
7,4,2,1221,0,0,4,6
4,0,2,714,3,0,2,9
0,3,0,326,1,0,1,5
2,7,2,766,0,0,2,4
5,0,1,688,0,1,2,2
6,5,0,1638,1,2,5,8
9,0,0,413,0,2,1,2
8,4,3,353,0,1,1,1
7,0,2,1065,2,1,3,4
7,1,3,1108,0,2,3,4
6,7,2,1489,0,0,4,6
9,1,3,967,1,1,3,5
5,9,2,1732,0,2,5,6
0,6,1,556,0,1,1,1
1,7,2,385,0,0,1,3
3,9,0,288,0,0,1,3
2,5,2,605,0,2,2,3
0,1,3,1806,0,1,6,6
7,5,1,1410,0,1,4,4
5,4,2,997,3,2,3,7
3,6,0,1684,0,0,7,5
6,1,1,1396,0,1,4,4
3,8,3,1091,0,2,3,4
0,3,0,723,0,2,2,3
0,8,0,1554,0,2,5,6
5,6,1,1192,0,0,3,5
2,3,0,1407,0,0,4,6
4,1,2,947,2,0,3,11
7,5,1,1667,0,0,5,12
6,3,1,667,0,2,2,3
1,5,0,1455,2,2,4,10
7,8,2,1234,1,1,4,6
0,8,2,1617,0,1,5,5
8,9,1,1958,0,1,6,9
1,2,1,1959,2,2,6,8
1,3,2,1737,2,1,5,6
2,7,1,1290,0,0,4,6
9,5,0,616,0,1,2,2
2,7,3,741,0,2,2,5
6,7,2,651,2,1,2,6
2,1,3,1528,2,1,6,5
0,4,2,1526,2,2,5,12
2,0,0,735,0,1,2,4
0,8,2,687,0,1,2,7
0,6,0,1513,0,1,5,5
3,0,1,982,0,2,3,6
5,6,3,543,0,2,1,2
5,1,3,1209,2,0,4,7
7,2,1,766,0,2,2,3
0,5,3,1312,0,1,4,4
2,0,2,671,0,1,2,2
4,5,2,1050,0,2,3,4
3,0,1,858,1,1,2,4
7,6,0,206,0,2,1,5
9,7,0,1703,0,1,5,5
5,8,3,607,2,2,2,9
2,3,3,1309,0,0,4,9
5,7,2,1536,0,2,5,6
2,1,2,877,2,1,2,5
9,5,3,252,0,1,1,1
9,5,0,832,0,2,2,3
9,8,1,1837,0,2,6,11
5,4,3,948,0,0,3,5
6,2,3,630,0,2,2,3
5,1,2,1444,1,1,4,6
4,6,0,1461,2,1,4,7
8,9,1,1177,0,1,3,6
9,1,2,1682,0,2,5,10
7,0,0,814,0,1,2,2
8,3,2,322,0,1,1,1
5,6,0,281,0,2,1,2
0,6,0,1831,0,1,6,6
2,0,0,626,0,0,2,4
3,0,0,1072,2,0,3,6
9,4,1,457,0,1,1,5
7,1,1,1695,0,2,5,6
0,1,2,564,0,1,1,1
7,1,0,1781,0,1,5,5
4,7,0,513,0,1,1,1
0,8,3,1346,0,2,4,5
9,4,0,1112,0,2,3,8
8,3,1,1282,3,2,4,8
2,1,1,1793,0,2,5,6
0,4,0,566,0,0,1,7
0,4,2,553,0,2,1,5
7,2,3,453,0,1,1,1
1,9,0,525,0,0,1,3
7,1,2,711,0,0,4,2
0,8,1,266,0,0,1,3
7,8,3,1490,0,2,4,10
0,8,0,914,0,0,3,5
5,8,2,920,0,1,3,3
7,8,3,1019,0,1,3,5
6,7,3,624,0,1,2,2
2,6,0,285,0,2,1,4
5,4,1,706,2,2,2,9
8,4,2,1041,0,1,3,3
2,1,1,1710,0,1,5,5
7,4,3,1436,0,2,4,5
2,5,2,1046,3,1,3,6
5,2,3,1541,0,1,5,8
5,2,1,631,0,1,2,2
7,0,1,383,0,1,1,1
0,6,3,1651,2,1,5,6
2,7,0,403,1,1,1,5
6,1,1,1633,0,2,5,11
7,1,3,763,0,0,2,4
5,2,3,1339,2,1,4,5
0,6,2,1150,2,2,3,10
6,9,2,461,0,0,1,7
8,6,0,1208,0,1,4,4
5,0,2,1244,0,1,4,9
8,4,1,330,0,2,1,2
0,8,2,450,0,1,1,1
7,3,0,1608,0,1,5,5
4,1,3,686,2,2,2,8
7,4,0,1029,1,2,3,6
2,9,2,1261,0,1,4,8
2,5,1,1299,2,0,4,10
5,6,3,827,0,0,2,7
9,2,2,1235,2,1,4,5
2,1,1,359,0,1,1,1
1,3,3,539,0,1,1,1
5,1,0,387,0,2,1,7
5,7,3,1689,0,2,5,6
2,5,3,1583,0,1,5,5
1,6,2,1627,2,2,5,7
2,5,0,428,0,0,1,3
5,4,2,942,2,0,3,6
8,2,0,471,0,1,1,1
5,7,2,1728,0,1,5,5
0,9,2,334,2,1,1,2
7,5,3,1525,2,2,5,7
0,3,3,830,0,2,2,3
7,3,2,902,0,0,3,5
5,6,0,1975,0,1,6,6
8,7,2,1784,0,2,5,6
6,7,3,609,0,2,3,2
1,2,3,1221,0,2,4,5
5,2,0,1476,0,1,4,4
1,5,0,1776,0,1,5,5
2,9,0,1825,0,2,6,7
0,2,2,1749,0,1,5,5
1,3,2,1534,0,1,5,5
7,8,3,1272,3,0,4,14
3,8,0,1608,0,0,5,7
6,9,1,1099,0,2,3,4
1,6,0,283,2,2,1,3
3,2,1,1010,0,1,3,3
4,0,2,653,0,1,2,6
1,6,0,1816,0,1,6,6
0,9,0,1553,0,2,5,8
8,0,1,1349,0,1,4,8
5,3,0,848,0,2,2,3
5,6,3,1969,0,2,6,7
9,8,2,976,0,1,3,3
4,8,1,1066,2,1,3,4
6,7,2,910,0,1,3,3
5,9,0,924,0,2,3,4
9,2,1,1909,0,2,6,7
2,5,3,1160,0,2,3,4
4,2,2,1526,0,1,5,5
4,5,0,1367,1,1,4,6
6,1,2,1743,0,2,5,6
8,5,2,1282,0,1,4,4
6,8,0,1554,0,1,5,5
7,5,0,806,0,1,2,2
3,2,1,318,1,1,1,3
6,8,0,1762,0,1,5,9
0,9,2,651,1,1,2,6
9,5,3,491,2,2,1,3
0,8,2,964,0,2,3,4
9,6,1,934,1,1,3,5
7,3,3,1103,2,1,3,4
1,8,0,633,0,1,2,2
4,6,3,1925,0,1,6,6
9,8,2,1541,0,0,5,7
0,6,3,1946,0,2,6,7
7,6,3,1066,2,1,3,4
1,9,2,1749,1,2,5,8
4,9,3,1992,0,2,6,7
5,1,1,393,2,0,1,4
4,8,0,249,0,1,1,1
4,3,3,1210,0,1,4,4
2,9,3,937,1,2,3,6
1,8,0,1031,0,1,3,3
4,1,0,1351,0,1,4,7
0,8,3,1321,1,1,4,6
0,7,3,1703,0,1,5,5
2,5,2,1486,0,1,4,8
0,1,3,725,0,2,2,5
1,3,1,1067,3,1,3,6
5,6,3,1640,1,1,5,7
3,0,2,1319,2,1,4,5
1,5,0,895,2,2,2,4
4,7,3,580,0,1,1,1
7,1,2,958,0,2,3,4
4,9,1,322,1,1,1,8
7,0,1,1646,0,0,5,7
6,8,1,1725,0,2,5,6
8,6,3,545,0,1,1,1
2,6,1,1908,0,1,6,6
8,0,2,1470,0,1,4,4
7,8,1,1296,0,2,4,8
1,6,3,545,0,1,1,3
5,0,0,1663,1,2,5,8
6,8,3,836,2,1,2,3
6,2,2,1185,0,2,3,4
6,4,2,471,0,2,1,2
7,5,0,934,2,0,3,6
0,9,0,1828,0,2,6,7
9,3,1,1855,3,2,6,10
4,3,0,1314,0,2,4,5
1,4,3,1544,0,1,5,5
1,3,1,422,0,2,1,5
5,8,1,837,0,1,2,2
7,2,0,1152,0,0,3,5
3,2,0,2000,0,2,6,10
8,0,0,936,0,2,3,4
6,8,1,1495,1,2,4,7
1,9,2,397,1,2,1,4
2,5,0,810,0,2,2,3
7,9,2,937,2,1,3,4
1,8,1,789,2,0,2,5
7,5,2,370,0,1,1,1
7,4,3,444,0,2,1,2
3,2,0,1203,0,2,4,5
9,7,0,1971,0,0,6,10
8,0,1,630,0,2,2,3
4,2,3,1790,0,1,5,5
9,6,2,1318,2,1,4,5
1,7,3,1844,0,1,6,6
0,6,1,1770,0,1,5,5
3,6,0,286,0,1,1,3
6,1,3,1215,2,1,4,5
0,5,2,321,0,1,1,1
7,8,2,1144,0,0,3,5
9,6,0,951,0,1,3,3
5,6,3,1416,0,2,4,5
4,9,1,1798,0,2,5,10
6,4,0,1023,0,1,3,3
5,8,1,1363,0,2,4,5
3,9,3,571,1,2,1,8
9,8,3,1398,0,1,4,4
9,7,0,899,0,1,2,2
1,7,3,723,0,1,2,4
1,4,1,1336,0,1,4,4
8,3,2,1026,0,2,3,4
7,6,2,756,1,0,2,6
0,3,0,279,0,0,1,3
6,5,1,348,0,1,1,1
3,0,2,249,0,1,1,1
7,9,2,1676,2,1,5,6
3,4,1,718,0,0,2,8
8,7,3,849,0,2,2,3
3,7,3,1198,0,2,3,4
1,5,3,385,0,1,1,1
0,9,2,1560,0,2,5,6
1,8,1,1368,0,1,4,4
1,5,1,1632,0,1,5,5
0,6,3,1259,0,2,4,5
9,6,2,1304,3,2,4,8
0,6,3,662,0,1,2,7
6,1,0,423,1,0,1,8
3,7,1,1055,2,1,3,4
7,4,0,1707,0,1,5,5
1,5,0,252,0,0,1,5
8,6,1,1297,1,1,4,6
6,2,3,1967,0,1,6,6
7,1,2,1343,0,1,4,4
8,3,3,454,2,1,1,4
7,8,3,766,0,2,2,3
1,6,2,912,2,1,3,4
2,8,2,374,0,0,1,3
7,0,0,1436,0,2,4,5
8,4,3,1090,3,2,3,7
4,1,2,643,0,2,2,3
5,7,3,387,0,0,1,7
4,5,0,1660,2,1,5,6
4,0,3,1524,0,2,5,6
2,3,0,1770,0,0,5,7
2,6,0,245,1,1,1,3
4,2,2,783,3,2,2,9
6,1,2,1681,0,1,5,5
6,0,2,1438,0,0,4,8
6,1,1,1856,0,0,6,12
6,9,0,386,0,1,1,1
0,2,2,209,2,1,1,2
4,5,1,337,0,0,1,3
6,5,1,1770,0,1,5,5
8,0,1,1698,0,2,5,6
3,8,0,1894,0,2,6,9
7,6,1,1432,0,2,4,5
8,9,1,1997,0,0,6,8
2,1,1,1274,1,1,6,4
6,7,0,1401,1,1,4,8
0,1,0,601,0,1,2,2
2,0,2,448,0,0,1,3
7,9,0,1555,0,1,5,5
9,5,2,784,0,0,2,4
2,1,1,608,2,2,2,4
6,2,2,339,0,1,1,1
9,8,0,1100,0,1,3,3
0,3,1,1781,2,2,5,7
5,3,3,387,0,0,1,3
1,2,0,586,0,2,1,2
2,9,0,754,0,2,2,3
6,4,3,1872,0,1,6,6
7,3,0,1350,0,0,4,6
9,2,1,1162,0,1,3,6
0,2,3,1858,0,2,6,7
4,6,1,557,0,1,1,1
6,0,3,1231,0,2,4,5
6,0,0,1563,0,1,5,5
2,7,0,1222,2,1,4,8
5,1,0,1080,0,1,3,3
9,0,0,375,0,2,1,5
3,9,2,1149,0,0,3,5
3,9,2,542,2,1,1,2
5,2,3,262,1,2,1,9
1,9,2,282,0,0,1,3
0,3,1,466,0,2,1,6
7,2,1,350,0,1,1,5
3,5,3,1285,0,2,4,5
8,9,2,1029,0,0,3,10
3,2,1,993,0,1,3,3
2,3,0,595,0,1,1,1
3,8,2,1464,0,2,4,5
8,6,1,1726,0,2,5,6
1,7,3,381,0,2,1,7
6,8,1,1698,0,1,5,5
2,7,0,551,0,1,1,4
1,3,1,435,1,2,1,4
5,2,2,548,0,1,1,1
6,7,3,1430,0,1,4,4
4,0,0,250,0,1,1,1
5,7,3,1058,3,1,3,6
7,2,1,1175,0,2,3,4
7,8,3,1041,1,0,3,9
6,3,3,797,1,0,2,6
4,6,1,794,2,1,2,3
7,8,0,769,0,1,2,2
7,5,1,1887,0,2,6,7
2,3,3,1520,0,1,5,5
9,8,3,414,0,1,1,4
2,1,3,732,0,2,2,3
9,0,1,1859,0,2,6,7
6,8,0,1475,0,1,4,4
2,1,0,207,3,2,1,5
3,1,1,1684,0,2,5,6
1,6,1,1074,0,1,3,3
9,6,2,454,0,2,1,2
8,2,3,1274,0,0,4,6
1,0,2,1452,0,1,4,4
1,3,3,537,0,1,1,1
8,4,0,1571,2,0,5,8
4,7,3,230,0,2,1,2
5,6,1,1278,0,1,4,4
6,3,2,1697,0,1,5,5
7,1,3,864,0,2,2,3
5,3,3,1872,0,1,6,6
0,4,0,1148,0,1,3,3
6,5,0,428,2,1,1,2
1,4,2,1515,0,1,5,5
2,5,1,1115,0,1,3,3
3,6,0,259,0,1,1,1
0,7,3,679,0,2,2,3
0,8,1,824,1,1,2,4
5,6,0,503,0,0,1,3
3,9,2,1523,0,2,5,6
9,8,1,511,0,1,1,1
7,6,2,836,0,2,2,3
2,1,0,912,0,1,3,3
8,5,3,1854,2,1,6,7
7,2,0,974,0,2,3,8
3,8,0,447,0,2,1,2
6,5,2,805,0,1,2,4
8,3,3,1429,3,1,4,7
1,2,1,1353,2,2,4,6
9,3,1,534,0,2,1,5
9,8,1,230,0,2,1,7
3,7,0,1762,0,2,5,6
1,2,3,1045,0,1,3,3
6,8,3,2000,2,1,6,11
1,2,2,971,0,2,3,8
4,8,2,865,3,1,2,5
7,0,2,1171,3,1,3,10
3,1,1,373,0,2,1,2
3,5,2,905,0,1,3,3
5,9,3,1400,0,1,4,4
4,2,1,1691,2,2,5,7
3,1,2,824,1,1,2,9
5,3,2,1100,0,2,3,7
2,9,3,1581,0,2,5,6
5,9,3,434,0,1,1,5
3,8,2,1270,0,1,4,4
2,0,0,1420,1,2,4,7
0,5,0,1003,0,1,3,6
2,0,1,1820,2,2,6,12
7,6,3,813,0,1,2,2
3,0,1,1654,0,1,5,8
1,9,1,253,0,0,1,3
9,6,3,692,2,1,2,3
5,2,3,1357,1,1,4,6
5,8,1,922,0,1,3,3
0,9,2,214,1,1,1,3
3,4,2,1227,0,1,4,9
8,0,3,1181,2,1,3,9
6,3,1,1947,0,1,6,10
2,4,0,745,2,1,2,3
9,8,3,1254,0,2,4,5
1,6,1,341,0,2,1,2
5,0,2,1873,0,2,6,10
1,9,1,1039,2,2,3,5
8,9,1,699,0,0,2,4
1,4,1,690,0,1,2,2
3,2,0,1735,0,2,5,6
6,2,0,591,0,2,1,2
8,5,3,282,3,1,1,8
9,3,3,1168,0,1,3,3
4,9,1,1386,1,2,4,7
5,7,3,753,0,1,2,2
1,4,3,262,0,0,1,3
3,9,2,1169,2,1,3,4
0,2,2,449,0,0,1,3
3,8,2,501,0,1,1,1
2,8,1,556,0,2,1,2
3,0,3,646,0,2,2,5
7,8,1,409,0,2,1,2
0,6,3,1049,0,2,3,4
0,5,2,1279,0,2,4,5
3,0,3,1983,0,1,6,6
2,8,0,1476,0,0,4,6
4,8,3,1085,0,1,3,3
7,5,0,918,0,0,3,5
0,4,0,460,3,1,1,4
2,7,3,1730,0,2,5,8
1,3,2,550,2,1,1,2
9,5,1,1432,0,2,4,5
8,3,1,1137,2,0,3,6
1,2,1,1772,0,0,5,10
9,7,3,1459,2,1,4,5
4,0,0,1450,0,2,4,5
2,3,2,252,2,1,1,2
1,2,3,1522,1,1,5,10
6,9,1,1203,0,1,4,4
7,6,1,601,0,1,2,6
6,2,1,1033,0,0,3,5
7,4,1,1090,0,2,3,4
5,6,1,1090,0,2,3,4
4,3,3,825,0,1,2,2
3,9,0,1530,1,1,5,7
4,6,0,385,0,1,1,1
3,1,2,627,3,2,2,6
8,3,3,1807,2,0,6,9
3,8,0,368,2,2,1,3
1,7,1,817,2,2,2,4
9,2,0,1290,2,1,4,5
1,9,0,1676,0,2,5,10
7,6,1,1063,0,1,3,3
7,8,1,1794,0,2,5,6
0,8,2,1061,0,0,3,5
7,6,2,1895,0,1,6,6
8,2,2,1116,0,1,3,3
9,7,3,376,1,1,1,3
5,9,1,1217,0,1,4,4
5,6,0,308,2,1,1,2
7,3,1,1287,0,1,4,4
3,0,0,1301,0,2,4,8
3,7,2,1775,1,1,5,7
5,1,3,1756,1,2,5,8
8,9,1,1133,0,1,3,3
0,8,0,1748,1,2,5,11
8,4,2,1124,0,2,3,4
5,8,0,1096,0,1,3,3
7,9,3,1726,2,1,5,6
0,4,0,548,0,2,1,7
9,0,0,954,2,2,3,5
0,5,1,736,0,1,2,2
5,3,1,919,0,0,3,9
4,1,1,1989,0,1,6,6
4,1,0,1649,0,1,5,9
3,8,1,884,0,2,2,3
0,5,1,1676,2,1,5,6
8,6,3,1717,0,1,5,9
2,0,2,1549,0,0,5,7
2,4,3,395,0,2,1,2
8,5,0,215,0,1,1,1
3,7,3,1455,0,1,4,6
1,0,2,1227,0,1,4,4
5,9,1,656,0,2,2,3
9,2,3,799,1,1,2,4
1,3,2,774,0,2,2,6
9,8,0,1344,0,2,4,5
3,7,3,1597,1,1,5,7
9,7,3,575,1,0,1,9
7,6,3,554,0,0,1,7
7,1,1,1729,0,1,5,8
3,9,2,1517,2,0,5,12
8,5,1,1210,3,2,4,8
8,2,0,1136,0,1,3,3
8,2,3,1386,0,2,4,5
1,9,3,1099,2,1,3,4
9,6,3,1357,3,2,4,8
7,2,0,606,0,1,2,2
5,8,3,201,0,1,1,1
8,2,0,713,1,1,2,9
5,1,2,854,1,1,2,4
8,0,1,968,0,1,3,8
4,5,2,1893,2,1,6,10
1,3,1,733,0,1,2,2
3,7,3,620,0,2,2,3
9,2,2,1130,0,1,3,3
6,8,3,759,3,0,2,7
2,1,2,577,0,1,1,1
7,8,1,1009,0,0,3,5
7,8,2,1192,2,1,3,9
7,2,0,1981,0,2,6,7
2,4,1,278,0,1,1,4
6,8,0,1957,0,0,6,8
1,4,0,998,0,2,3,8
4,0,0,1732,0,1,5,5
2,0,1,764,0,1,2,7
3,0,0,448,0,2,1,2
3,2,1,531,2,2,1,3
9,3,3,594,3,1,1,4
6,4,2,1185,0,1,3,3
2,1,2,1084,0,2,3,4
9,3,1,1790,0,1,5,5
7,4,0,385,2,2,1,6
1,5,0,1056,0,1,3,3
1,8,1,1121,1,1,3,5
9,5,2,298,0,1,1,5
8,0,3,315,0,2,1,2
8,9,1,1059,0,0,3,5
1,2,1,1344,2,1,4,8
1,8,2,823,0,1,2,6
3,1,0,626,0,1,2,4
8,2,0,858,0,1,2,7
1,8,2,995,3,1,3,6
1,9,2,1435,2,1,4,5
7,1,3,354,2,2,1,7
2,1,1,1665,2,0,5,8
4,9,1,1873,0,1,6,6
4,3,0,1017,1,0,3,11
1,4,0,315,0,2,1,2
5,2,0,1486,2,1,4,5
5,8,0,1281,2,0,4,7
3,2,0,595,1,1,1,3
1,4,0,1156,0,1,3,3
5,7,1,995,0,0,3,5
9,5,1,619,1,0,2,6
5,7,2,1816,3,1,6,9
5,7,0,380,0,1,1,6
9,1,0,898,0,2,2,7
2,6,2,1855,0,2,6,11
6,3,3,370,2,2,1,3
4,2,0,263,0,1,1,1
8,4,0,611,2,1,2,3
2,6,1,1036,1,2,3,11
1,0,3,887,0,1,2,2
9,5,0,1022,0,1,3,3
9,5,2,1064,0,1,3,3
0,6,2,1624,0,0,5,7
8,1,3,657,0,2,2,3
